RRN,Same as RRN,Male ID (parser),Scientific Name,Track Number,Start Time,BLANK,BLANK,Recordist ,BLANK,BLANK,BLANK,BLANK,Day,Month,Year,BLANK,BLANK,Country,State,County,BLANK,BLANK,City,Location,Latitude,Longitude,BLANK,#Song,# Males,#Females,Other species in the background,Notes,Parser's notes,Parser,Associated files
JS-20120509-1012-M9,,M445,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",3402 W 34th St,33.717465,-118.303658,,5,,,,near Barbara St,,,
JS-20120509-1012-M10,,M446,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",3220 S Walker Ave,33.717896,-118.303401,,21,,,,,,,
JS-20120509-1013-M10,JS-20120509-1012-M10,M446,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",3220 S Walker Ave,33.717896,-118.303401,,2,,,,"near W 34th St, close to M9",,,
JS-20120509-1014-M11,,M447,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",3703 S Walker Ave,33.714189,-118.305883,,9,,,,on W 37th St,,,
JS-20120509-1014-M12,,M448,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",3707 Barbara St,33.713738,-118.305003,,13,,,,,,,
JS-20120509-1015-M12,JS-20120509-1014-M12,M448,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",3707 Barbara St,33.713738,-118.305003,,16,,,,near W 37th St,,,
JS-20120509-1017-M12a,,M449,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",3737 Almeria St,33.712621,-118.303343,,4,,,,near W Paseo Del Mar,"naming error - different than previous male, named M12a to differentiate",,
JS-20120509-1019-M15,,M450,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",750 W Hamilton Ave,33.721401,-118.293485,,2,,,,"near S Cabrillo Ave, Replace M13/M14 with this one",No songs picked up for M13/M14 (1018),,
JS-20120509-1019-M16,,M451,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",772 W 25th St,33.721798,-118.294032,,1,,,,near S Cabrillo Ave,,,
JS-20120509-1021-M17,,M452,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",758 W 25th St,33.721713,-118.293795,,4,,,,near S Cabrillo Ave,,,
JS-20120509-1022-M18,,M453,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",791 W 20th St,33.725826,-118.294412,,4,,,,near S Cabrillo Ave,,,
JS-20120509-1022-M19,,M454,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",791 W 20th St,33.725826,-118.294412,,3,,,,,,,
JS-20120509-1023-M19,JS-20120509-1022-M19,M454,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",791 W 20th St,33.725826,-118.294412,,8,,,,"near S Cabrillo Ave, choose between M18 & M19, pick M19",,,
JS-20120509-1024-M20,,M455,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",808 W 14th St,33.73168,-118.294954,,2,,,,near Dana Middle School,Jackie cites the address as 808 S Cabrillo Ave and Parker St. Address has been corrected to 808 W 14th St,,
JS-20120509-1024-M21,,M456,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",808 W 14th St,33.73168,-118.294954,,3,,,,pick between M21 & M20,,,
JS-20120509-1025-M22,,M457,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",808 W 14th St,33.73168,-118.294954,,4,,,,"Alleyway between S Parker St & S Cabrillo Ave, 14th St & 13th St. Choose between M22, M21, M20; all in the same alleyway",,,
JS-20120509-1026-M23,,M458,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",912 W 11th St,33.734449,-118.296991,,4,,,,"near S Meyler St, Casa Bonita",,,
JS-20120509-1027-M24,,M459,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",558 W 2nd St,33.742642,-118.289132,,1,,,,near S Grand Ave,,,
JS-20120509-1027-M25,,M460,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",563 W 2nd St,33.742134,-118.289266,,8,,,,"near S Grand Ave, pick between M25 & M24",,,
JS-20120509-1028-M26,,M461,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",1111 W 10th St,33.735009,-118.301498,,2,,,,on S Leland St,,,
JS-20120509-1028-M27,,M462,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",1111 W 10th St,33.735009,-118.301498,,7,,,,"near S Leland St, use M27 instead of M26",,,
JS-20120509-1029-M28,,M463,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,"San Pedro, Los Angeles",1122 W 10th St,33.735444,-118.301851,,7,,,,"S Leland St, decide between M28 & M27",Pick M28 (cleaner recording),,
JS-20120509-1031-M1,,M464,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,2137 Kallin Ave,33.794871,-118.097604,,6,,,,,,,
JS-20120509-1031-M2,,M465,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,2137 Kallin Ave,33.794871,-118.097604,,8,,,,"near Stearns St, choose between M1 & M2",,,
JS-20120509-1032-M3,,M466,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,2037 Kallin Ave,33.793297,-118.097612,,9,,,,,,,
JS-20120509-1033-M4,,M467,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,7036 E El Paseo St,33.794589,-118.095339,,31,,,,by Volk Ave,,,
JS-20120509-1035-M5,,M468,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,1844 Lee's Ave,33.789915,-118.09707,,7,,,,"by Roxanne Ave, only a few usable songs (~ 3)",,,
JS-20120509-1036-M6,,M469,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,6937 E Fairbrook St,33.791684,-118.097704,,5,,,,,,,
JS-20120509-1036-M7,,M470,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,6937 E Fairbrook St,33.791684,-118.097704,,5,,,,"near Lee's Ave, choose between M6 & M7",,,
JS-20120509-1037-M8,,M471,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,2020 Roxanne Ave,33.792828,-118.096267,,1,,,,on E Aivlis St,,,
JS-20120509-1039-M9,,M472,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,121 E Gordon St ,33.865216,-118.199351,,6,,,,off of Long Beach Blvd,,,
JS-20120509-1040-M10,,M473,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,209 E Barclay St,33.867612,-118.198253,,4,,,,near White Ave,,,
JS-20120509-1041-M11,,M474,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,134 E Barclay St,33.867123,-118.199677,,22,,,,off of Long Beach Blvd,,,
JS-20120509-1042-M11,JS-20120509-1041-M11,M474,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,134 E Barclay St,33.867123,-118.199677,,21,,,,off of Long Beach Blvd,,,
JS-20120509-1043-M11,JS-20120509-1041-M11,M474,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,134 E Barclay St,33.867123,-118.199677,,21,,,,off of Long Beach Blvd,,,
JS-20120509-1044-M11,JS-20120509-1041-M11,M474,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,134 E Barclay St,33.867123,-118.199677,,24,,,,off of Long Beach Blvd,,,
JS-20120509-1046-M12,,M475,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,6820 Beechley Ave,33.878083,-118.193815,,8,,,,"near E 68th Way, 5 good, clear songs",,,
JS-20120509-1046-M13,,M476,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,6820 Beechley Ave,33.878083,-118.193815,,1,,,,might be the same as M12,,,
JS-20120509-1047-M13,JS-20120509-1046-M13,M476,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,6820 Beechley Ave,33.878083,-118.193815,,18,,,,,,,
JS-20120509-1048-M13,JS-20120509-1046-M13,M476,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,9,May,2012,,,United States of America,California,Los Angeles County,,,Long Beach,6820 Beechley Ave,33.878083,-118.193815,,1,,,,"might be the same as M12, use M13 instead of M12","Jackie discusses inconsistencies in Mundinger's records in 1049, explains her reasoning on where she recorded her samples",,
JS-20120510-1001-M1,,M477,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,11203 Hibbing St,33.858094,-118.093983,,3,,,,near Wiersma Ave,,,
JS-20120510-1001-M2,,M478,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,11203 Hibbing St,33.858094,-118.093983,,7,,,,,,,
JS-20120510-1002-M3,,M479,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,19404 Amhurst Ct,33.854848,-118.089738,,7,,,,"near Bos St, Mary Brag Elementary School",,,
JS-20120510-1003-M4,,M480,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,19330 Chamblee Ave,33.854881,-118.082423,,1,,,,,,,
JS-20120510-1005-M5,,M481,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,11515 Bertha St,33.850663,-118.088461,,4,,,,near Gridley Park,,,
JS-20120510-1005-M6,,M482,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,11515 Bertha St,33.850663,-118.088461,,4,,,,could be same as M5,,,
JS-20120510-1006-M6,JS-20120510-1005-M6,M482,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,11515 Bertha St,33.850663,-118.088461,,1,,,,,,,
JS-20120510-1006-M7,,M483,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,11515 Bertha St,33.850663,-118.088461,,8,,,,near Sheryl Ave,,,
JS-20120510-1006-M8,,M484,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,19714 Sheryl Ave,33.850986,-118.087982,,2,,,,,,,
JS-20120510-1007-M8,JS-20120510-1006-M8,M484,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,19714 Sheryl Ave,33.850986,-118.087982,,26,,,,,,,
JS-20120510-1008-M8,JS-20120510-1006-M8,M484,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,19714 Sheryl Ave,33.850986,-118.087982,,26,,,,,,,
JS-20120510-1009-M8,JS-20120510-1006-M8,M484,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,19714 Sheryl Ave,33.850986,-118.087982,,4,,,,"near Bertha St, M5, M6, M7 all recorded in same spot, M8 was the best recording",,,
JS-20120510-1013-M9,,M485,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,11318 Agnus St,33.855465,-118.09261,,14,,,,near Carpus Ave,couldn't find Carpus Ave?,,
JS-20120510-1014-M10,,M486,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,19417 Alburtis Ave,33.854202,-118.084795,,1,,,,near Bingham St,,,
JS-20120510-1014-M11,,M487,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,11644 Bingham St,33.853555,-118.084896,,13,,,,"near & Albertas Ave, use M11",,,
JS-20120510-1016-M12,,M488,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,11724 Lexington Circle,33.854305,-118.083414,,15,,,,off Revere Ave,,,
JS-20120510-1020-M13,,M489,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,12020 Wendy St,33.850981,-118.075779,,6,,,,"off Jacob Ave, near Jacob Park",,,
JS-20120510-1021-M14,,M490,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,12348 Viarna St,33.850359,-118.068382,,16,,,,off Creekwood Ave,,,
JS-20120510-1022-M15,,M491,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,12567 Valincia St,33.851682,-118.064106,,3,,,,"off BloomField Ave, near Cerritos Regional County Park",,,
JS-20120510-1024-M16,,M492,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,12557 Valincia St,33.851679,-118.064464,,21,,,,use M16 over M15,,,
JS-20120510-1025-M16,JS-20120510-1024-M16,M492,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Los Angeles County,,,Cerritos,12557 Valincia St,33.851679,-118.064464,,3,,,,a lot of these were incomplete songs,,,
JS-20120510-1028-M1,,M493,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Anaheim,9241 Houston Ave,33.854396,-117.971768,,1,,,,"near Myra Ave; Buena Park, Mundinger's names for nearby sites are actually called Buena Park? (1026) San Gabriel River divides Buena Park and Cerritos? Not sure (1027)","cannot find Myra Ave? Google maps defines the area as part of Anaheim, not Buena park",,
JS-20120510-1029-M2,,M494,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Anaheim,1345 N Braeburn St,33.853842,-117.971089,,18,,,,"off of Houston Ave, sang really low, choppy and strange, maybe a weak singer, recorded close to M1",,,
JS-20120510-1031-M3,,M495,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Anaheim,2230 Gracin Ave,33.849484,-117.960791,,4,,,,near N Groton St,,,
JS-20120510-1033-M4,,M496,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Anaheim,2230 Gracin Ave,33.849484,-117.960791,,7,,,,,,,
JS-20120510-1035-M5,,M497,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Anaheim,1325 N Alamo St,33.852528,-117.964772,,5,,,,near W Arlington Ave,,,
JS-20120510-1037-M7,,M498,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Fullerton,2308 W Roberta Ave,33.856111,-117.96853,,18,,,,,,,
JS-20120510-1038-M7,JS-20120510-1037-M7,M498,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Fullerton,2308 W Roberta Ave,33.856111,-117.96853,,9,,,,"off of Gilbert St, Use M7 instead of M6",Google Maps defines this area as Fullerton; No data for M6 even though address is cited… I think Jackie forgot to turn on the mic while recording (1036),,
JS-20120510-1040-M8,,M499,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Fullerton,1406 S Cedar Ave,33.858093,-117.961945,,6,,,,by W Woodcrest Ave,,,
JS-20120510-1041-M9,,M500,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Fullerton,1406 S Cedar Ave,33.858093,-117.961945,,17,,,,by W Woodcrest Ave,,,
JS-20120510-1044-M10,,M501,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Fullerton,901 S Pine Dr,33.861797,-117.96732,,2,,,,near W Olive Ave,,,
JS-20120510-1045-M11,,M502,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Fullerton,2013 W Flower Ave,33.863149,-117.964306,,2,,,,near Courtney Ave,,,
JS-20120510-1046-M12,,M503,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Fullerton,2137 W Olive Ave,33.862474,-117.966661,,9,,,,near S Pine Dr,,,
JS-20120510-1047-M12,JS-20120510-1046-M12,M503,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,10,May,2012,,,United States of America,California,Orange County,,,Fullerton,2137 W Olive Ave,33.862474,-117.966661,,9,,,,near S Pine Dr,,,
JS-20120511-1002-M1,,M504,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,pinned on map,34.234025,-119.180288,,9,,,,"Wagon Wheel Rd, really fast singer! Hard to keep track","address retrieved from Jackie's notebook, not complete sure if parsed correctly",,
JS-20120511-1003-M2,,M505,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,pinned on map,34.234025,-119.180288,,6,,,,40 - 50m away from M1,"unable to retrieve pin for M2, used same latitude/longitude as M1",,
JS-20120511-1005-M3,,M506,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,300 Saddle Ave,34.237147,-119.181934,,3,,,,"300 Saddle Ave & Winchester Dr, not pinned on map, but noted in book",Winchester Dr is not found on Google Maps,,
JS-20120511-1006-M4,,M507,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,306 Cactus Dr,34.237657,-119.182114,,8,,,,choose between M3 & M4,,,
JS-20120511-1008-M5,,M508,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,311 Cactus Dr,34.237853,-119.182454,,15,,,,"near Saddle Ave, close to another male, don't remember which one",,,
JS-20120511-1012-M6,,M509,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,pinned on map,,,,1,,,,,"pin lost, no address",,
JS-20120511-1014-M7,,M510,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2730 Buckaroo Av,34.237648,-119.18422,,14,,,,"near Wagonwheel Rd, parking lot",address is ambigious and can't be pinpointed on Google,,
JS-20120511-1017-M8,,M511,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2575 Elderberry Dr,34.234909,-119.183912,,4,,,,near Apple Ln,,,
JS-20120511-1019-M9,,M512,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2575 Elderberry Dr,34.234909,-119.183912,,4,,,,"could be the same as M8, choose between M8 & M9",,,
JS-20120511-1020-M10,,M513,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2524 Elderberry Dr,34.234162,-119.183912,,9,,,,close to M8 & M9,,,
JS-20120511-1020-M11,,M514,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2575 Elderberry Dr,34.234909,-119.183912,,5,,,,Same area as M8 - M11,,,
JS-20120511-1021-M12,,M515,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2575 Elderberry Dr,34.234909,-119.183912,,26,,,,replace M8-M11 with M12,,,
JS-20120511-1023-M13,,M516,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,Santa Clara Cemetary,34.230545,-119.182052,,8,,,,close to the mobile home residential area,,,
JS-20120511-1026-M14,,M517,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,Santa Clara Cemetary,34.230545,-119.182052,,16,,,,replace M13 with M14,,,
JS-20120511-1027-M15,,M518,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2511 Grapevine Dr,34.236013,-119.184987,,3,,,,near Violet Way,,,
JS-20120511-1028-M16,,M519,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2510 Grapevine Dr,34.235887,-119.184439,,11,,,,"replace M16 instead of M15; also M16 looks close to M12 on the map, double check distance (1030)",,,
JS-20120511-1029-M17,,M520,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2406 Grapevine Dr,34.23335,-119.184437,,1,,,,near Rosebud Dr,,,
JS-20120511-1031-M18,,M521,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2402 Grapevine Dr,34.232994,-119.18444,,8,,,,use M18 instead of M17,,,
JS-20120511-1032-M19,,M522,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2451 Ivory Way,34.230943,-119.186998,,25,,,,near Partridge Dr,,,
JS-20120511-1034-M20,,M523,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Oxnard,2429 Kentia St,34.231679,-119.189369,,17,,,,"by Orion Way, lots of activity in this neighborhood",,,
JS-20120511-1036-M1,,M524,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,1346 Richmond Rd,34.365655,-119.056227,,4,,,,"poor singer, mostly incomplete songs",only complete songs were parsed,,
JS-20120511-1036-M2,,M525,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,1346 Richmond Rd,34.365655,-119.056227,,16,,,,"near W 14th St, use M2 instead of M1",,,
JS-20120511-1040-M3,,M526,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,"Oaks Mobilestates, 1500 Richmond Rd # 20",34.366277,-119.054112,,8,,,,"about 3 full songs, weak singer",only complete songs were parsed; Jackie discusses Mundinger's files (1038),,
JS-20120511-1041-M4,,M527,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,pinned on map,34.366277,-119.054112,,6,,,,still at the mobile estates,,,
JS-20120511-1041-M5,,M528,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,pinned on map,34.366277,-119.054112,,2,,,,M3-M5 all closeby each other,,,
JS-20120511-1042-M6,,M529,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,pinned on map,34.366277,-119.054112,,3,,,,,,,
JS-20120511-1043-M7,,M530,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,pinned on map,34.366277,-119.054112,,6,,,,"M3-M7 recorded in same area, pick one",same latitude/longitude used for M3 - M7,,
JS-20120511-1044-M8,,M531,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,426 N 14th St,34.362185,-119.054788,,7,,,,"near Prieto St, clear recording",,,
JS-20120511-1045-M9,,M532,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,426 N 14th St,34.362185,-119.054788,,11,,,,might be the same as M8,,,
JS-20120511-1045-M10,,M533,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,1460 E Santa Paula St,34.360287,-119.05181,,15,,,,"near Guiberson, Baker Corp Building",,,
JS-20120511-1052-M11,,M534,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,982 Vista Pointe Pl,34.364914,-119.065669,,8,,,,"near N 10th St, across the street from Santa Paula Medical Center; quality was subpar",,,
JS-20120511-1055-M12,,M535,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,865 Coronado Cir,34.367099,-119.065884,,2,,,,,,,
JS-20120511-1055-M13,,M536,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,869 Coronado Cir,34.367402,-119.065903,,7,,,,use the beginning part of the recording before it got confusing towards the end?,,,
JS-20120511-1056-M14,,M537,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,11,May,2012,,,United States of America,California,Ventura County,,,Santa Paula,870 Coronado Cir,34.367353,-119.066314,,1,,,,near N 10th St,,,
